"","RP.Int.January.M1","RP.Int.February.M1","RP.Int.March.M1","RP.Int.April.M1","RP.Int.May.M1","RP.Int.June.M1","RP.Int.July.M1","RP.Int.August.M1","RP.Int.September.M1","RP.Int.October.M1","RP.Int.November.M1","RP.Int.December.M1","RP.Int.January.M2","RP.Int.February.M2","RP.Int.March.M2","RP.Int.April.M2","RP.Int.May.M2","RP.Int.June.M2","RP.Int.July.M2","RP.Int.August.M2","RP.Int.September.M2","RP.Int.October.M2","RP.Int.November.M2","RP.Int.December.M2","RP.Int.January.M3","RP.Int.February.M3","RP.Int.March.M3","RP.Int.April.M3","RP.Int.May.M3","RP.Int.June.M3","RP.Int.July.M3","RP.Int.August.M3","RP.Int.September.M3","RP.Int.October.M3","RP.Int.November.M3","RP.Int.December.M3"
"Data_Adak Island Airport.csv",-0.0283840828830971,0.0139017753981754,-0.132141550393019,-0.499999999999823,-0.00653015271873855,-0.00784486459534076,-0.017150210860292,-0.0172669596221834,-0.0240074502975738,-0.0199330959959218,-0.00749205940981492,0.00895321396637014,0.0224400553895492,0.0542527530152072,0.00920502092050279,-0.499999999999823,0.00618327676643011,0.0107671232876713,0.00833689610944855,0.00859833007639012,0.0139279616228956,0.0021329365079364,0.0206995412844035,0.0496383006707878,0.0636628787454876,0.0925598699792038,0.139581108524008,-0.499999999999823,0.0186036085308177,0.0281147169932713,0.0317715771713757,0.031991154960381,0.0481696356491981,0.0247451907557001,0.0520561568981174,0.0892961154946054
"Data_Addis Ababa.csv",-0.0246373499031306,-0.0534116865721111,-0.0158491414109931,-0.0551178333428964,-0.0370920687703944,-0.0348998687756282,-0.0257161979345539,-0.031463428675537,-0.00655608676344327,-0.0180691262797505,0.0311483587517856,0.0162025510118549,0.0157681333533613,0.0137577916295635,0.0470951509606581,-0.00750311332503072,0.0265734265734296,0.00749498997996003,-0.00276556239616976,0.0155268667131893,0.0220403336238014,0.0232664756446996,0.0694893341952175,0.0570921985815609,0.0561994687418135,0.0812074042385826,0.107538421850269,0.0392747035847062,0.0894132266335113,0.0541369503536135,0.0181762838259831,0.0655805699774879,0.0495383874763025,0.0649129108135413,0.105942436494265,0.0972461772546655
"Data_Adiake.csv",-0.0532197285232155,-0.178084183673474,-0.135462755102043,-0.116662244897961,-0.0344,-0.0869387755102053,0.00368266097646874,0.0263939974359705,-0.0372499999999984,-0.0246429061994472,-0.0523023373828663,-0.0179547876365546,-0.0114379084967312,-0.0642857142857142,-0.052857142857142,-0.0542857142857144,0.0200000000000007,-0.0357142857142864,0.0305248618784497,0.058563535911595,0.0150000000000023,0.0212707182320369,0.00801104972375291,0.0518453427065084,0.0339484813533254,0.0707857142857173,0.0311061224489844,0.00316530612245243,0.0800200000000022,0.0177678571428584,0.0587265107521075,0.0905441874484845,0.0713050000000041,0.0691592518543244,0.0713558613900591,0.132143695503792
"Data_Adler.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Data_Adrar.csv",-0.0968133889815365,-0.0583468851735492,-0.0594261337502406,-0.0644462833956637,-0.00949881247005147,0.0101555325857431,-0.0145348124885532,-0.0291931972139867,0.027969363636365,-0.0336934146349668,-0.0473355338474105,-0.0181899984558217,-0.0145780417128786,0.0544149409223737,0.00965337954939239,0.0172507618632995,0.0661168587312623,0.0617724288840264,0.021302030378656,0.0119640004914614,0.102000000000002,0.0558606708440826,0.00175806042142495,0.050919037199126,0.0619877021156013,0.158342489810081,0.077897056567116,0.0954276186095436,0.14585407044334,0.105291703036644,0.0580947948063513,0.0585667946810838,0.178498545454549,0.146713206750117,0.0506777220806369,0.121072883578566
"Data_Afyon.csv",-0.124234042944411,-0.0261558273686732,-0.120313796946305,-0.025739751179793,-0.0391472302552802,-0.0779840819210303,-0.0849218962714827,-0.0198850115085941,-0.00119129738955925,-0.0524848523970787,-0.0497003138781643,-0.0639213473159249,0.0181764247840082,0.090637398494568,-0.0129377431906618,0.0623716118506488,0.0396662030598054,-0.0208980681523215,-0.0206310949608774,0.0570914753976833,0.0747339537988083,0.0296711038599879,0.0389499428281043,0.0484531825689268,0.174419031068336,0.206454983359266,0.0988384533815991,0.152526650940417,0.121350061319906,0.037115307956391,0.042880986021226,0.131852912228287,0.146098256482756,0.11566354711963,0.128506925636957,0.161914895451656
"Data_Agadez.csv",-0.0559095695420463,-0.156032711825159,-0.0546440713985182,-0.0735914125451276,-0.043652319895963,0.0276703751594578,-0.0319625672205212,-0.0757129155562635,-0.0127690100333723,0.00928005609945465,0.0092348840836643,0.00665607189528233,0.0396172821049484,-0.00648742643124704,0.038205265986033,-0.00405444263395076,0.0150490730643437,0.0647493104007789,0.0192365335449176,-0.0215567848272739,0.0219136522753793,0.060258302583025,0.0661579404736024,0.0766693111199261,0.133675459271906,0.134511567992248,0.132476552491097,0.0685170404114684,0.0743870267062639,0.101838692473645,0.0660538982148716,0.0350551440193123,0.0596948967184927,0.112467101142413,0.113712744391511,0.148668630198562
"Data_Agartala.csv",NA,-2.29999999999918,-0.899999999999674,0.599999999999799,NA,-0.499999999999821,1.09999999999962,0.899999999999683,-0.399999999999851,-0.699999999999754,1.09999999999961,0.199999999999931,NA,-2.29999999999918,-0.899999999999674,0.599999999999799,NA,-0.499999999999821,1.09999999999962,0.899999999999683,-0.399999999999851,-0.699999999999754,1.09999999999961,0.199999999999931,NA,-2.29999999999918,-0.899999999999674,0.599999999999799,NA,-0.499999999999821,1.09999999999962,0.899999999999683,-0.399999999999851,-0.699999999999754,1.09999999999961,0.199999999999931
"Data_Aguascalientes, Ags..csv",0.0622128071833634,-0.00118648415977868,0.0359775362517454,-0.00424433936783714,-0.0732591991100361,-0.104239194573348,-0.0634978291459703,-0.177030933254394,-0.135590002778155,-0.106772088903505,-0.0856594829475088,-0.048478869970283,0.14391304347826,0.133484848484846,0.197905759162302,0.134134007585323,0.00348460291734062,-0.0178533475026597,0.0137088204038243,-0.0752715654952062,-0.0344845908607876,0.00555555555555508,0.0271171371415873,0.0580323785803231,0.222379347826086,0.269850665748389,0.35165096899756,0.253032935313668,0.070589445223005,0.0734882707816421,0.0879549250633285,0.0201405378231906,0.055103071805042,0.127821562933746,0.134981549084455,0.16586049383099
"Data_Ahmadabad.csv",-0.0718467619166069,-0.0524830277164834,-0.0445284417458974,0.0157649016753729,-0.0397000078037704,-0.0717359975949499,0.000355318987834766,-0.0145367114518138,-0.028788316738409,-0.0248503559232552,-0.0106432700084318,-0.0326785972410553,-0.0240757907226802,0.0119477565648909,0.0231186507545141,0.05199124726477,-0.00075125208681151,-0.0197874431748362,0.0375729760739694,0.0213019693654272,0.00283369803063453,0.015981509477847,0.0302189257088167,0.0177664012134983,0.0244117185008376,0.0774934899567116,0.0860564993825866,0.0928822244779719,0.0347158888213807,0.0312739930933953,0.0744677649931648,0.0579738569792063,0.0348326800702902,0.0582861567530257,0.0736438080408473,0.0657678349503648
"Data_Ahwaz.csv",-0.0441498942751984,0.00714621348578641,NA,0.0631294541467606,-0.137954353338979,-0.199999999999917,-0.0565640660721569,-0.0760816790344572,0.0240715552418175,-0.0650841066786085,0.111213644415511,0.474999999999844,0.0659292035398221,0.0376106194690264,NA,0.131858407079645,0.0461538461538483,-0.199999999999917,0.00856031128404733,-0.0431535269709572,0.025726141078838,-0.0473029045643184,0.121206225680934,0.750000000000325,0.176991150442477,0.0675405278408639,NA,0.204326885425639,0.192223161453943,-0.199999999999917,0.0812525927720343,-0.00178888104543759,0.0270432671613784,-0.0249659957645379,0.132059531559903,1.02500000000081
"Data_Ajaccio.csv",-0.0103301720491575,0.00165681964052367,-0.0225569770604127,0.0225658910778568,-0.00970265476487905,0.0469480919752163,0.0468434022432695,-0.00825386429560741,0.0143426308516083,0.00887843133508362,0.00942506006136926,0.00911449016822008,0.0306603773584905,0.049212215522272,0.0142058923129022,0.0508264699974171,0.032610482639842,0.086066669908578,0.0827712609970649,0.0328061174868703,0.0533297921784733,0.0449474706233817,0.0464914413538221,0.0476539589442838,0.0712441064974785,0.0987951022473864,0.0525503457925531,0.0785598690799974,0.0753158101391339,0.125562144865665,0.121850146076633,0.0721930882276355,0.090341837082943,0.0834627414004165,0.0822913996797554,0.0882612781752835
"Data_Akim Oda.csv",NA,-0.199999999999921,0.399999999999859,-0.699999999999747,NA,-0.499999999999823,-0.999999999999642,-0.399999999999852,-0.11433518005542,-0.299999999999888,-0.099999999999961,-0.599999999999786,NA,-0.199999999999921,0.399999999999859,-0.699999999999747,NA,-0.499999999999823,-0.999999999999642,-0.399999999999852,-0.0710526315789603,-0.299999999999888,-0.099999999999961,-0.599999999999786,NA,-0.199999999999921,0.399999999999859,-0.699999999999747,NA,-0.499999999999823,-0.999999999999642,-0.399999999999852,-0.0346952908587341,-0.299999999999888,-0.099999999999961,-0.599999999999786
"Data_Aktjubinsk.csv",-0.184753364784605,-0.161724624096676,0.0369944649071293,-0.0756052437122392,0.0821616855503894,-0.0190048822650912,0.0208937564468942,0.0538616452106422,-0.040286640746502,-0.0632902745053045,-0.0779113588279302,-0.122720148807506,-0.0220961733830001,0.0041934755615756,0.174387628400497,0.0664578394852699,0.156614742070212,0.0692358615471812,0.0947418195573963,0.128425067776302,0.0165121997351955,0.00697623100685919,0.0599111027047393,0.0213762621592641,0.143897221433188,0.185291707561456,0.320862283439027,0.194873950866124,0.234990328229392,0.156244947856643,0.168152570345045,0.210738966346639,0.0794730358841142,0.0776810222735889,0.207211080071272,0.17149891575693
"Data_Akurnes.csv",-0.0133560174489717,-0.00494548006392706,0.0176880349490704,0.000942693285979151,-0.0563789477344319,0.00484902102144719,-0.00245653936687454,-0.00817063999320543,-0.00636010057293666,-0.00286079717422358,-0.00420645338052986,-0.0748396097751383,0.0591641144788255,0.0658601638407271,0.0873796066975663,0.0599839122795877,-0.0169642064126477,0.0413996104815869,0.022855147012127,0.0214122842810171,0.0363772993797759,0.037063144302617,0.06988209394382,-0.0117334518744314,0.131090931699216,0.143429601184961,0.157876857122222,0.123540754125394,0.0269198894765015,0.0852804871734498,0.0498667325738211,0.0482844706569222,0.0814439702078661,0.0770510808322741,0.147389513305906,0.052461281228555
"Data_Akuse.csv",NA,-0.499999999999819,0.299999999999897,-1.29999999999954,NA,-0.69999999999975,-0.599999999999787,-0.799999999999714,-0.4914819944599,-4.83014509532938e-16,0.79999999999972,-0.199999999999929,NA,-0.499999999999819,0.299999999999897,-1.29999999999954,NA,-0.69999999999975,-0.599999999999787,-0.799999999999714,-0.444736842105333,-4.83014509532938e-16,0.79999999999972,-0.199999999999929,NA,-0.499999999999819,0.299999999999897,-1.29999999999954,NA,-0.69999999999975,-0.599999999999787,-0.799999999999714,-0.405470914127494,-4.83014509532938e-16,0.79999999999972,-0.199999999999929
"Data_Al Qaysumah.csv",-0.00330799955948967,0.0130856010502801,0.0121262404895404,0.00789693328074317,-0.00807142524185361,0.0288171089818487,0.0239058110764232,-0.0195565264856431,0.0460092643028586,0.00868422185406588,0.0599939300831167,-0.0385482451562646,0.0545295404814012,0.0725054704595187,0.0903282275711161,0.0665317286652081,0.0363456109692161,0.0655470459518601,0.0743326039387304,0.0299781181619252,0.0843731307572672,0.0575054704595181,0.110475967488372,0.0522131833951429,0.118610183673373,0.135782651580808,0.174019430545514,0.128286830048264,0.0813866243798353,0.10065749997606,0.120409394526668,0.082814532269726,0.122032707092487,0.11233765040771,0.167421543025826,0.146548571786921
"Data_Al-Jouf.csv",-0.00529554137260567,0.029840353488895,0.0210029967023001,-0.00504167336889338,0.017734174486655,0.023046382485413,0.0164257259915143,-0.0125181100681599,0.011006198668126,0.0353402183865799,0.00110355554943743,0.0177139188184861,0.0498521306627202,0.086969997722171,0.0720984989698813,0.0402938621887657,0.0599105355415272,0.0582348171885242,0.0637426377273774,0.0351225977468479,0.0496431863966952,0.0755826656955567,0.0466384887272844,0.078855440254802,0.100638596548876,0.143267925474034,0.121671698833912,0.0822603574616331,0.101227851086581,0.0919092304201696,0.111262132694349,0.0825634151562263,0.0888387649461681,0.117428698140485,0.092406433585428,0.133390373067057
"Data_Albacete _ Los Llanos.csv",-0.0495450358464484,-0.0370052329767593,-0.0624917642076371,-0.00425388022678436,-0.00419043215974106,0.0188827265397579,0.00812598440208996,0.0139427305670838,0.0410968197953062,0.0204173625585489,-0.0531521785623791,-0.0191150362527725,-0.00266685167198541,0.0383231474407934,-0.0207381056803596,0.0454915470338004,0.0507443343024278,0.0801445139352662,0.0469333044490777,0.0438665733019279,0.0838931382330116,0.0774972200374273,0.0108411101684587,0.0263432305725245,0.0459275450493698,0.109451751131904,0.0194623054363869,0.0973840617662394,0.110694632288957,0.143369235874059,0.0843177104621545,0.0753805486880446,0.129051162917953,0.128264977042266,0.0719063095443268,0.0649560396033739
"Data_Aleppo International Airport.csv",-0.0578737455606784,0.0192171742548999,-0.050618423085655,-0.0744499653950622,-0.00343185807202706,-0.0642257624848684,-0.00890175019261207,-0.0405773045283826,-0.0283879114290331,-0.0526590986076472,-0.05863117197206,-0.0136961441261502,0.0222081425768476,0.0981290765533796,0.055364408594482,0.0281897127588549,0.0580341131823676,-0.0124270711785291,0.0356799916501404,0.0135759442373152,0.0342988013933461,0.00127347035479501,0.0227365554799187,0.0947960867515314,0.106361647620506,0.177301037134335,0.1553914252889,0.12783119344903,0.118896506128156,0.0371869427511865,0.0805861377790391,0.0673631897204272,0.088866588099793,0.0558182642349736,0.106002628175393,0.192138641859421
"Data_Alexandria _ Nouzha.csv",-0.145727851904729,-0.125737252373268,-0.0948202893684474,-0.0992816534904102,0.0327274236134595,-0.0504102670132233,-0.0494048322306179,0.0161359877126709,0.0845709278512839,0.110633106227686,0.0135859738022737,0.0984663372741619,0.0658839779005241,0.038674033149152,0.0436464088397819,0.0143646408839839,0.103314917127072,0.0329710144927559,0.0467391304347812,0.09782608695652,0.171739130434773,0.200362318840577,0.136582278481009,0.217687661777378,0.275449038109298,0.204620585452167,0.182533595586226,0.12521446994901,0.173780714874375,0.123248890726737,0.144417631537488,0.173472353497157,0.259129647132949,0.286589312906939,0.262275869251718,0.340807446468752
"Data_Alicante _ El Altet.csv",-0.0499923198650038,-0.037804107030484,-0.0547969061084939,-0.0478080776910464,-0.0247218863135087,-0.0200288781200895,0.00295406801289674,-0.016257594506524,-0.0162719576535101,0.00105054771788708,-0.0501835455724383,-0.0445315678564611,-0.00560306861770133,0.0158176911106787,-0.0112032960830792,-0.0108287657474109,0.00998160253650268,0.0132571969896321,0.0271371174559751,0.0102559516525308,0.0212203704933263,0.0418328694005224,-0.00634059745347703,-0.0111326941754592,0.0391513542453518,0.0702031518078141,0.0352456884602451,0.0241550141128969,0.0440134696769405,0.0445639185360995,0.0520341071808442,0.0387046022027101,0.0573394125668809,0.0817964347806199,0.037606366465299,0.0241749111136656
"Data_Alice Springs Airport.csv",0.013059574487162,-0.0419003047745949,-0.0182860692041008,0.00395320089691358,-0.0406258328882254,-0.0580819899488935,0.0022622308504662,-0.0298140816987681,0.0116297628235874,0.00297353288263659,-0.0488903325091629,-0.017158781922304,0.0442568134972138,-0.00785569949403964,0.0256888021048797,0.0411542498201645,-0.00557456254896823,-0.0206611191694024,0.03190892434537,0.00639412112509378,0.05707703095262,0.039836552748885,-0.00512289889348965,0.0131979052284814,0.0758490079650654,0.0242922313518718,0.067276456154422,0.082243369230459,0.0286730757269298,0.0142065128895808,0.0627541003085792,0.0401864102188993,0.10141281338247,0.0771643982831745,0.0363558746770805,0.0412939413457918
"Data_Allahabad _ Bamhrauli.csv",-0.0754391726301334,-0.0314256212998701,0.0367563525814991,-0.125242200668919,-0.219979464865026,-0.106041799026525,-0.0284994255254413,-0.0577359273935072,-0.0629936435682831,-0.124935421023685,-0.132788530562267,-0.127775897542446,0.00742574257425771,0.0771463119709808,0.181327800829876,0.0333907056798633,-0.0734197730956235,-0.00441370223978875,0.0455370650529462,-0.0171755725190839,-0.0104589114194248,-0.0618955512572527,-0.0552732240437119,-0.0829506314580935,0.0895843544750514,0.183676761403604,0.32620366384876,0.181208500093329,0.0717341451946402,0.0936475849316333,0.123565458629817,0.0233222495775304,0.0412291977279383,-0.00500771636692748,0.0177524489384608,-0.0340149606335534
"Data_Allen Army Airfield.csv",-0.983659584383487,-0.685698096238167,-0.641856366632171,-0.598149547086468,-0.203327806553504,-0.0454756122908092,0.0244660969582716,-0.071306786317454,-0.0781163886758837,-0.365297494140976,-0.783404783914025,-0.451235169890022,0.11268115942027,-0.385684298908484,-0.216381909547742,-0.0447749196141488,0.00401153644467752,0.0569037037037043,0.0815497695278442,0.0147945205479455,0.0478526692514181,-0.0865116279069771,-0.243822170900685,-0.0821549966009523,1.17767242963657,-0.11324354934962,0.271745029165934,0.520782372752547,0.207534686809202,0.176253982222227,0.139146717772889,0.107203357638796,0.160410023654211,0.178433531638721,0.307221844514903,0.234405706392011
"Data_Almaty.csv",-0.0270073081010549,-0.0137033696808104,0.075261261013575,-0.00802587335153292,0.0364221267299494,0.0311634598902045,0.0253637252240899,0.0192288076740125,0.0289293849937797,-0.000348466590458354,-0.0294738017340222,-0.122774549189461,0.0286471271557491,0.0655541042210918,0.133957789082908,0.0413269493844071,0.070830468857417,0.0617466430727591,0.0507004351477223,0.0503632767773497,0.0578357126498222,0.0465421024505694,0.0247068478509805,-0.0499968034914405,0.0937212896108589,0.138488959661938,0.193037519295452,0.0906299497437165,0.106990169926839,0.0903763656468656,0.0772325361171129,0.0817780827501329,0.087191923863781,0.0892205275801008,0.0796775162991272,0.0237277630895259
"Data_Almeria _ Aeropuerto.csv",-0.0288445997423833,-0.0263587343961274,-0.0264984372415288,-0.0168855565427599,-0.00442892310553659,-0.0212527626546472,-0.0266951506925803,-0.013858343636821,-0.0188846134519297,-0.0136076208069095,-0.0303276584691975,-0.0220088141860861,-0.00741949994921154,0.00867307326077092,-0.00418736977079468,0.00859924832760049,0.0242453902500622,0.00857748175235388,0.000211861332404458,0.00963439222819047,0.0164265696778871,0.0238071933617725,-0.0064252804147357,-0.000311220311220036,0.0147485997206142,0.0418392939715028,0.0202484241153711,0.0338987489548556,0.0521773426199203,0.0385820799091317,0.028527721486629,0.0360505634548241,0.0510301215844699,0.0585431163409819,0.0166564741832653,0.0214778447198601
"Data_Alpena County Regional Airport.csv",-0.0479428415411829,-0.0618121062253516,-0.0300829809542402,-0.291543409509693,-0.0358102478393177,0.00238914099666523,-0.00899891872695311,0.0022383677099154,-0.00396626917363113,0.000763888313279691,-0.0151516549522699,-0.0173192068345266,0.025667996876898,0.00621102274255002,0.0343200673161626,-0.0732278481012704,0.00544664166382499,0.0378070666050627,0.0260532017332692,0.0318748823521308,0.0235146585150694,0.0313749654718138,0.0282792700838942,0.0381840502384438,0.0992689343903819,0.0738408223001154,0.0939540106576367,0.145127661833033,0.0487678007620072,0.0717761887847443,0.0607245356725171,0.0659268808827782,0.0478320872391812,0.063873204196243,0.0706123691010948,0.0999354503044816
"Data_Altai.csv",-0.180024135585678,-0.21281992859379,-0.0842138959343433,-0.0197077427387393,-0.0562904232566523,-0.0616499341561878,-0.0786250688352939,-0.082874669334803,-0.0178642771683382,-0.0943157547297922,-0.0449197308681245,-0.276032860261093,0.00322927879440043,-0.0140111460417278,0.0665081327879731,0.0939530411901637,0.0101585649075035,-0.0060693641618514,-0.00242326332794838,0.00409375675092007,0.0558790231279327,0.0280992667794638,0.0863388896357052,-0.129818857408268,0.195744945778937,0.187248170352592,0.224429222946458,0.211385218521256,0.0809514925633976,0.0518791182737118,0.0724738589000442,0.104142304456779,0.12759987015521,0.14649987054357,0.221575558803803,0.0135442188596518
"Data_Altamira.csv",-0.0560410011820154,-0.0438804380750492,-0.0589233218478183,-0.0634473642044474,-0.0864735573411278,-0.0803329072315551,-0.0849213235869831,0.0113163782398568,0.00550105874118753,0.0374447250366223,-0.061061792373656,-0.185375927479928,0.017750325097531,0.0185528756957329,0.0216840052015615,-0.000949367088603942,-0.0327027027027068,-0.0362162162162158,-0.0107023411371234,0.0560798548094364,0.0708618331053327,0.0929687500000002,-0.0158203124999998,-0.0804558680892384,0.0973929772803761,0.0813421534071573,0.107235355180675,0.0557712856513409,0.0274067019722383,0.0149151205259314,0.0637705674433172,0.102094257759361,0.135135211729517,0.144323539733886,0.0261869907379148,0.0159548921597224
