,latitude,longitude,name
36857,41.75,59.8167,Dashkhovuz
36861,41.7333,64.6167,Tamdy
36921,41.7333,123.5167,Shenyang / Fengt'ien / Mukden / Luoguantun
37008,53.32,-132.77,Kindakun Rocks
37017,50.11,-127.94,Solander Island
37031,43.4169,-124.247,North Bend
37033,43.23,-123.35,Edenbower
37037,43.6,-118.95,Burns Municipal Airport
37043,42.9167,-112.6,Pocatello Regional Airport
37047,42.8167,-108.7333,Lander Hunt Field
37048,43.0667,-108.45,Riverton Regional Airport
37049,42.9,-106.4667,Natrona County International  Airport
37051,42.8,-105.3833,Douglas Converse County
37055,42.8667,-100.55,"Miller Field - Valentine, Ne"
37056,43.3833,-99.8333,"Winner, Bob Wiley Field Airport"
37067,43.1333,-89.0167,Madison Dane County Rgnl
37068,42.955,-87.9044,Gen Mitchell International Airport
37069,43.1667,-86.2333,Muskegon County Airport
37073,42.9667,-83.0833,Flint Bishop International  Airport
37076,43.17,-79.94,Hamilton Airport
37080,43.1167,-76.1,Syracuse Hancock International  Airport
37092,43.99,-64.66,Western Head
37146,42.9,-8.4333,Santiago / Labacolla
37151,42.5833,-5.65,Leon / Virgen Del Camino
37152,43.4333,-3.8167,Santander / Parayas
37153,42.8833,-2.7167,Vitoria
37156,43.1833,0.0,Tarbes Ossun Lourdes
37157,43.0,1.1,St-Girons
37158,43.2167,2.3167,Carcassonne
37164,42.5333,8.8,Calvi
37167,42.75,11.0667,Grosseto
37169,43.0833,12.5,Perugia
37179,42.65,23.3833,Sofia Observ.
37184,43.2,27.9167,Varna
37195,43.4333,39.9,Adler
37233,43.2333,76.9333,Almaty
37237,43.95,81.3333,Yining
37282,43.9,125.2167,Changchun
37288,43.1167,131.9333,Vladivostok
37399,43.5667,-116.2333,Boise Air Terminal
37406,44.5167,-109.0167,Cody
37409,44.3333,-105.55,Gillette-Campbell Cty Airport
37412,44.05,-103.05,Rapid City Regional Airport
37416,43.7667,-99.3167,Chamberlain Municipal Airport
37427,43.78,-87.85,Acacia Falls Mobile Home Court
37433,43.77,-81.72,Goderich
37437,43.95,-78.17,Cobourg
37438,43.83,-77.15,Point Petre
37440,44.05,-75.7333,Fort Drum / Wheeler-Sack U. S. Army Airfield
37441,44.38,-74.19,Harrietstown
37445,43.9,-70.25,"Gray, Me."
37449,43.83,-66.09,Yarmouth Airport
37452,44.61,-63.42,Osborne Head Dnd
37453,44.82,-62.33,Beaver Island
37459,46.7667,-56.1667,Saint-Pierre
37508,43.55,-6.0333,Asturias / Aviles
37512,43.3,-2.9333,Bilbao / Sondica
37513,43.4667,-1.5333,Biarritz
37514,43.6833,-1.0667,Dax
37516,44.0281,1.3767,Montauban / Lamothe-Capdeville
37517,43.9167,2.1167,Albi
37519,43.8667,4.4,Nimes / Courbessac
37521,44.0667,6.0,St-Auban-Sur-Durance
37522,43.65,7.2,Nice
37524,44.4167,8.85,Genova / Sestri
37528,44.0333,12.6167,Rimini
37580,44.85,65.5,Kzyl-Orda
37661,44.0167,145.8667,Juzhno-Kuril'Sk
37737,50.82,-128.91,Sartine Island
37751,44.9,-123.0,Salem McNary Field
37760,45.1238,-113.8813,Salmon / Baker
37761,45.2554,-112.5525,Dillon / Bishop Place
37767,44.7667,-106.9667,Sheridan County Airport
37775,45.45,-98.4167,Aberdeen Regional Airport
37790,45.0833,-83.5667,Alpena County Regional Airport
37792,45.23,-81.63,Tobermory RCS
37796,45.07,-77.88,Bancroft
37802,44.9333,-72.2,Newport
37805,44.8074,-68.8281,Bangor / Martells Mobile Home Court
37806,45.21,-67.25,St. Stephen
37808,45.07,-66.45,Point Lepreau CS
37809,44.98,-64.92,Greenwood Airport
37813,45.35,-60.98,Hart Island
37873,44.8333,-0.7,Bordeaux / Merignac
37874,44.8167,0.5167,Bergerac
37875,45.2,0.8167,Perigueux
37876,44.9,2.4167,Aurillac
37878,45.0833,3.7667,Le Puy
37882,45.0333,7.7333,Torino / Bric Della Croce
37885,45.3833,10.8667,Verona / Villafranca
37895,45.15,21.3167,Vrsac
37916,45.1167,42.0833,Stavropol
37952,45.0,78.3833,Taldy-Kurgan
37969,46.4,96.25,Altai
38104,46.15,-123.8833,Port Of Astoria Airport
38116,46.3667,-117.0167,Lewiston Nez Perce Co Airport
38120,45.9548,-112.4975,Butte / Valley Vista Mobile Home Community
38127,46.4333,-105.8833,Miles City
38146,45.75,-87.0333,Escanaba
38152,45.97,-81.48,Killarney
38165,46.12,-67.8,East Hodgdon
38167,45.84,-66.45,Gagetown Awos Airport
38232,46.15,-1.15,La Rochelle
38234,45.8667,1.1833,Limoges
38236,45.7833,3.1667,Clermont-Ferrand
38238,45.9833,5.3333,Amberieu
38242,46.0,8.9667,Lugano
38245,45.6833,12.1,Treviso / Istrana
38246,45.9833,13.0333,Udine / Rivolto
38251,46.1,18.2333,Pecs / Pogany
38253,46.25,20.1,Szeged
38264,46.4333,30.7667,Odesa
38270,45.4,36.4167,Kerch
38277,46.3667,44.3333,Elista
38356,47.3833,123.9167,Qiqihar
38464,47.9333,-124.5667,Quillayute State Airport
38469,46.9667,-122.9,Olympia Airport
38477,46.9167,-114.1,Missoula International Airport
38489,46.7973,-102.8019,Dickinson / Eland
38492,46.4944,-99.7601,Bennington / Napoleon
38495,46.9333,-96.8167,Hector International Airport
38503,47.1667,-88.4833,Hancock Houghton Cty. Memo
38505,46.5333,-87.55,Marquette
38506,47.33,-85.83,Caribou Island
38507,46.49,-84.51,Sault Ste Marie Airport
38508,46.4833,-84.35,Sault Ste. Marie Muni
38518,46.82,-74.09,Saint-Michel-Des-Saints
38524,46.8667,-68.0167,Caribou Municipal Airport
38528,47.06,-64.0,North Cape
38531,46.82,-60.67,North Mountain CS
38532,47.23,-60.14,St Paul Island
38591,46.7,-1.3833,La Roche-Sur-Yon
38592,46.5833,0.3167,Poitiers
38593,47.45,0.7167,Tours
38594,46.85,1.7167,Chateauroux
38595,47.0,3.1,Nevers
38598,47.25,5.9833,Besancon
38599,47.0,6.95,Neuchatel
38607,47.2,14.75,Zeltweg
38613,46.6833,21.1667,Bekescsaba
38614,47.05,21.9333,Oradea
38624,47.0333,31.95,Mikolaiv
38654,46.7833,61.65,Aralskoe More
38735,46.95,142.7167,Yuzhno-Sakhalinsk
38837,48.3,-114.2667,Glacier Park International  Airport
38841,47.6333,-110.3333,"Fort Huachuca, Libby Aaf Ft Huachuca"
38844,48.2167,-106.6167,Glasgow International Airport
38863,47.4667,-87.8833,Copper Harbor
38864,48.61,-86.29,Pukaskwa
38867,47.82,-83.35,Chapleau Airport
38871,48.15,-80.0,Kirkland Lake CS
38873,48.06,-77.79,Val-D'Or
38875,47.92,-74.62,Parent
38880,48.3,-70.92,La Baie
38881,48.14,-69.72,Pointe De L'islet
38885,47.99,-66.33,Charlo
38887,48.01,-64.49,Miscou Island
38890,47.43,-61.77,Iles De La Madeleine
38899,47.62,-52.75,St. John's International Airport
38940,49.9167,-6.3,"Scilly, Saint Mary'S"
38947,47.9667,-4.1667,Quimper
38949,48.0667,-1.7333,Rennes
38951,47.9333,0.2,Le Mans
38952,48.05,1.3833,Chateaudun
38954,47.8,3.55,Auxerre
38955,48.3333,4.0167,Troyes
38956,47.8333,5.3167,Langres
38972,48.0833,20.7667,Miskolc
38973,47.9667,21.9833,Nyiregyhaza / Napkor
38974,47.8,22.8833,Satu Mare
38986,47.8,35.0167,Zaporizhzhia
39019,47.8,67.7167,Zhezkazgan
39147,53.9,-166.5333,Unalaska Airport
39182,49.38,-126.54,Estevan Point CS
39196,49.13,-113.81,Waterton Park Gate
39197,49.05,-112.82,Del Bonita Agdm
39198,49.13,-112.05,Milk River
39200,49.12,-110.47,Onefour CDA
39204,49.17,-105.98,Rockglen
39205,49.05,-105.48,Coronach Spc
39209,49.28,-100.99,Melita
39211,49.19,-98.9,Pilot Mound
39218,48.76,-91.63,Atikokan
39219,49.03,-90.47,Upsala
39221,49.15,-88.34,Cameron Falls
39226,49.75,-84.16,Nagagami
39227,49.41,-82.47,Kapuskasing Airport
39229,48.57,-81.38,Timmins Airport
39234,49.82,-74.98,Chapais
39236,49.28,-73.36,Chamouchouane
39237,48.84,-72.55,Normandin
39239,48.89,-71.03,Onatchiway
39244,49.11,-66.65,Cap-Chat
39245,49.25,-65.32,Cap-Madeleine
39248,49.09,-61.7,Heath Point
39254,48.97,-56.07,Badger
39310,49.1833,-0.45,Caen
39311,49.0167,1.2167,Evreux
39313,49.0167,2.5333,Paris-Aeroport Charles De Gaulle
39317,49.2167,7.1167,Saarbruecken / Ensheim
39322,49.05,12.1,Regensburg
39327,49.15,16.7,Brno / Turany
39328,48.6167,17.8333,Piestany
39332,48.9333,22.0,Kamenica Nad Cirochou
39354,48.7833,44.3667,Volgograd
39445,48.5167,135.1667,Habarovsk
39450,48.9667,140.3,Sovetskaja Gavan
39550,49.96,-119.38,Kelowna
39555,50.18,-113.88,Stavely Aafc
39556,50.03,-113.22,Barons AGCM
39557,50.05,-112.13,Vauxhall CDA CS
39558,49.92,-110.92,Seven Persons Agdm
39559,49.99,-110.26,Irvine AGCM
39560,49.9,-109.47,Maple Creek
39561,50.27,-107.73,Swift Current CDA
39562,50.2833,-107.6833,"Swift Current, Saskatchewan"
39563,49.73,-105.95,Assiniboia Airport
39564,50.2,-104.71,Bratt's Lake
39569,49.91,-99.95,Brandon Airport
39575,49.79,-94.36,Kenora Airport
39577,50.11,-91.91,Sioux Lookout Airport
39581,49.69,-88.31,Little Flatland Island
39583,49.78,-86.94,Geraldton Airport
39589,51.27,-80.65,Moosonee Ua
39592,49.76,-77.79,Matagami
39597,49.84,-71.17,Chute-Des-Passes
39599,50.66,-70.53,Manouane Est
39602,50.16,-66.43,Pointe Noire CS
39603,50.22,-66.25,Sept-Iles UA
39605,49.84,-64.29,Port-Menier
39607,50.19,-61.81,Natashquan Airport
39609,50.16,-60.06,Cape Whittle
39610,50.47,-59.64,Chevery
39613,49.9167,-55.6667,"La Scie, Nfld."
39614,49.68,-54.8,Twillingate
39664,50.0833,-5.25,Culdrose
39665,50.35,-4.1167,Plymouth
39671,50.1333,1.8333,Abbeville
39682,50.2,12.9167,Karlovy Vary
39683,50.1,14.25,Praha / Ruzyne
39684,49.9333,15.3833,Caslav
39685,50.0167,15.7333,Pardubice
39689,50.0833,19.8,Krakow
39691,50.1,22.05,Rzeszow-Jasionka
39693,49.8167,23.95,L'Viv
39705,49.9667,36.1333,Kharkiv
39726,50.2833,57.15,Aktjubinsk
39742,49.8,73.15,Karaganda
39748,50.4167,80.3,Semipalatinsk
39805,49.45,136.5667,Troickoe
39901,50.68,-127.37,Port Hardy Airport
39902,50.45,-125.99,Fanny Island
39906,50.68,-121.93,Lillooet
39915,50.93,-112.94,Gleichen AGCM
39919,50.91,-109.5,Leader Airport
39921,50.95,-107.15,Lucky Lake
39929,50.71,-99.53,Mccreary
39930,51.08,-97.55,Fisher Branch
39932,50.7,-96.57,Victoria Beach
39935,50.63,-93.22,Ear Falls
39955,50.73,-71.01,Bonnard 1
39961,50.22,-66.25,Sept-iles
39964,50.27,-64.23,Longue-Pointe-De-Mingan
39965,50.2833,-63.6167,Havre St Pierre
39970,51.02,-57.1,Ferolle Point
39994,60.05,-43.1667,Prins Christian Sund
40019,51.85,-8.4833,Cork Airport
40023,51.0833,-4.15,Chivenor
40025,51.0,-2.6333,Yeovilton
40026,51.1667,-1.75,Boscombe Down
40027,51.2333,-0.95,Odiham
40028,51.15,-0.1833,London Gatwick Airport
40029,51.34,1.34,Manston
40033,51.0,5.0667,Schaffen
40034,50.9667,6.05,Geilenkirchen
40039,50.9833,10.9667,Erfurt / Bindersleben
40044,50.9,15.8,Jelenia Gora
40045,51.1,16.8833,Wroclaw Copernicus Airport
40047,50.8167,19.1,Czestochowa
40049,50.8167,20.7,Kielce
40050,51.2167,22.4,Lublin Radawiec
40051,50.7,23.25,Zamosc
40063,50.85,34.6667,Sumy
40074,51.5667,46.0333,Saratov
40079,51.25,51.2833,Uralsk
40086,51.0667,58.6,Orsk
40242,57.75,-152.4833,Kodiak Airport
40258,52.26,-128.72,McInnes Island
40260,52.19,-127.47,Cathedral Point
40262,51.67,-124.4,Tatlayoko Lake RCS
40263,52.11,-124.14,Puntzi Mountain
40265,52.18,-122.05,Williams Lake Airport
40272,51.78,-114.68,Sundre Airport
40273,52.18,-113.89,Red Deer Regional Airport
40274,52.0,-112.8,Big Valley AGCM
40277,52.12,-110.1,Bodo Agdm
40283,51.77,-104.2,Wynyard
40286,52.11,-101.23,Swan River RCS
40291,52.36,-97.02,Berens River CS
40292,51.07,-93.79,Red Lake Airport
40298,52.2,-87.94,Lansdowne House
40306,51.29,-80.62,Moosonee RCS
40314,51.53,-71.11,Lac Benoit
40322,51.87,-63.28,Lac Eon
40332,52.3,-55.8333,"Mary's Harbour, Nfld."
40382,52.1333,-4.5667,Aberporth
40387,51.8833,0.2333,Stansted Airport
40388,52.1167,0.9667,Wattisham
40393,52.0667,5.8833,Deelen
40403,51.9333,15.5333,Zielona Gora
40407,51.7333,19.4,Lodz
40408,52.1667,20.9667,Warszawa-Okecie
40418,52.4,30.95,Gomel'
40491,52.2667,104.3167,Irkutsk
40495,51.8333,107.6,Ulan-Ude
40496,52.1667,109.7833,Horinsk
40500,52.0833,113.4833,Chita
40614,53.03,-131.6,Cumshewa Island
40623,53.0333,-122.5167,Quesnel Airport
40628,52.93,-118.03,Jasper Warden
40632,53.22,-113.89,Thorsby AGCM
40633,53.05,-112.82,Camrose
40638,52.77,-108.24,North Battleford
40639,53.37,-107.55,Spiritwood West
40641,52.82,-104.6,Melfort
40642,53.33,-104.01,Nipawin
40644,52.82,-102.32,Hudson Bay
40648,52.82,-97.62,George Island
40651,53.85,-94.65,Island Lake Airport
40654,53.4414,-91.7628,Muskrat Dam
40656,53.8,-89.8833,"Big Trout Lake Remote Environment Automatic Data Acquisition Concept, Ontario"
40677,52.92,-66.86,Wabush Airport
40681,53.55,-64.1,"Churchill Falls, Nfld."
40685,53.32,-60.42,Goose Airport
40702,59.9833,-45.2,Angisoq
40740,53.3,-6.4333,Casement Aerodrome
40743,53.1667,-2.9833,Hawarden
40744,53.35,-2.2833,Manchester Airport
40746,53.0833,-0.1667,Coningsby Royal Air Force Base
40751,52.9167,4.7833,De Kooy
40752,53.2167,5.7667,Leeuwarden
40757,52.9667,11.1333,Luechow
40762,53.4,16.1,Miroslawiec / Borujsko
40764,53.0333,18.5833,Torun
40769,53.1,23.1667,Bialystok
40780,53.25,34.3167,Brjansk
40791,53.1167,45.0167,Penza
40796,53.2,50.15,Samara
40830,53.4333,83.5167,Barnaul
40879,53.0667,132.9833,Ekimchan
40886,53.15,140.7,Nikolaevsk-Na-Amure
40904,53.0833,158.5833,Petropavlovsk-Kamchatskij
40960,59.4333,-146.3,Middleton Island Airport
40979,53.77,-126.0,Ootsa Lakeskins Lake
40986,53.8,-118.45,Hendrickson Creek
40988,53.5833,-116.4667,"Edson, Alta."
40994,54.01,-111.27,St. Paul AGCM
40997,54.13,-108.05,Meadow Lake Airport
40998,53.92,-106.07,Waskesiu Lake
41018,54.98,-85.43,Peawanuck
41026,53.63,-77.7,La Grande Riviere Airport
41030,53.76,-73.68,La Grande Iv
41036,54.8,-66.8,Schefferville
41096,53.9,-8.8167,Connaught Airport
41099,53.4333,-6.25,Dublin Airport
41100,54.0833,-4.6333,Isle Of Man / Ronaldsway Airport
41102,54.1167,-3.25,Walney Island
41112,53.7167,7.15,Norderney
41124,54.1667,19.4333,Elblag
41126,54.0667,21.3667,Ketrzyn
41127,53.7833,21.5833,Mikolajki
41128,54.1333,22.95,Suwalki
41132,53.9333,27.6333,Minsk
41150,54.1333,45.2333,Saransk
41192,53.8167,86.8833,Novokuznetsk / Spichenkovo / Luchshevo
41301,55.2167,-162.7333,Cold Bay Airport
41321,57.05,-135.3667,Sitka Airport
41329,55.5833,-133.0833,Klawock Airport
41334,54.58,-130.7,Grey Islet
41344,55.2,-119.4,Beaverlodge RCS
41345,55.18,-118.88,Grande Prairie Airport
41346,55.35,-118.41,Teepee Creek AGCM
41347,55.1,-117.2,Valleyview Agdm
41348,55.4,-116.48,High Prairie Agdm
41354,54.91,-109.96,Jimmy Lake Awos
41357,55.15,-105.27,La Ronge Airport
41368,56.04,-96.51,Kelsey Dam CS
41375,56.02,-87.68,Fort Severn Airport
41403,55.45,-60.22,Hopedale
41458,54.65,-6.2167,Belfast / Aldergrove Airport
41459,54.85,-4.95,West Freugh
41462,55.0333,-1.7,Newcastle / Dinnington / Ponteland / Hazlerigg
41472,54.9167,8.35,Westerland / Sylt
41474,54.9667,9.7833,Soenderborg Lufthavn
41475,55.0167,10.5667,Sydfyns Flyveplads
41478,55.0667,14.75,Roenne
41480,54.4,16.35,Darlowek / Darlowo / Bobolin
41484,54.7167,20.55,Kaliningrad
41494,55.1667,30.2167,Vitebsk
41516,55.57,52.08,Nikashnovka
41550,55.2333,86.1167,Kemerovo
41562,54.8833,99.0333,Nizhneudinsk
41626,56.2167,162.7167,Ust'Kamchatsk
41646,57.1667,-170.2167,St Paul Island Airport
41681,59.5,-139.6667,Yakutat Airport
41691,56.4833,-132.3667,Wrangell
41694,55.9333,-129.9833,Stewart Airport
41698,55.31,-123.14,Mackenzie Airport
41703,55.74,-120.18,Dawson Creek Airport
41704,56.08,-119.34,Savanna AGCM
41706,55.91,-117.12,Jean Cote AGCM
41708,56.55,-115.28,Red Earth
41709,55.3,-114.7833,"Slave Lake, Alta"
41712,56.65,-111.21,Fort McMurray CS
41717,55.15,-105.27,La Ronge RCS
41719,56.33,-103.28,Southend
41728,56.36,-94.71,Gillam Airport
41750,57.91,-72.98,Riviere Aux Feuilles
41770,53.68,-57.04,Cartwright Airport
41816,56.5,-6.8833,Tiree
41818,55.8667,-4.4333,Glasgow Airport
41820,55.95,-3.35,Edinburgh Airport
41822,55.4167,-1.6,Boulmer
41832,55.7333,9.1667,Billund Lufthavn
41833,56.3,10.6167,Tirstrup
41837,55.9167,14.0833,Kristianstad Everod Airport
41839,56.2667,15.2833,Ronneby Airport
41843,55.9667,21.1,Palanga
41853,56.35,30.6167,Velikie Luki
41924,56.2833,101.75,Bratsk
42022,56.95,-158.6333,Port Heiden Airport
42049,56.8167,-132.9667,Petersburg
42065,56.97,-117.45,Manning Agdm
42069,57.04,-111.56,Mildred Lake
42080,56.86,-101.08,Lynn Lake
42112,58.09,-68.42,Kuujjuaq Airport
42192,57.1,9.85,Aalborg
42196,57.3,14.1333,Hagshult Airport
42197,56.85,14.8333,Vaxjo Airport
42198,56.7333,16.3,Kalmar Airport
42217,56.9,35.8833,Tver
42223,56.95,40.9667,Ivanovo
42291,57.7667,108.0667,Kirensk
42306,56.8333,124.8667,Cul'Man
42336,57.0667,156.8333,Ust-Hajrjuzovo
42376,58.65,-162.0667,Cape Newenham Airport
42407,58.35,-134.5667,Juneau International Airport
42425,58.17,-116.34,La Crete AGCM
42426,58.38,-116.04,Fort Vermilion
42427,58.71,-113.87,Garden River
42439,58.23,-103.68,Collins Bay Sk
42445,58.73,-94.07,Churchill Ua
42460,58.47,-78.08,Inukjuak
42524,57.4667,-7.3667,Benbecula
42537,57.8167,-3.9667,Tain Range
42538,57.7167,-3.3167,Lossiemouth
42553,57.7833,11.8833,Goteborg Save Airport
42555,57.7667,14.0833,Jonkoping Airport
42556,58.4,15.5167,Linkoping Malmen Airport
42559,57.6667,18.35,Visby Airport
42623,58.3167,82.95,Kolpasevo
42632,58.45,92.15,Enisejsk
42653,58.3167,112.8667,Mama
42742,59.05,-158.5167,Dillingham Airport
42744,59.324,-155.9018,Igiugig
42746,59.75,-154.9167,Iliamna Airport
42751,60.1167,-149.45,Seward
42769,58.43,-130.03,Dease Lake
42777,58.84,-122.57,Fort Nelson Ua
42790,58.98,-110.44,Egg Island
42792,59.57,-108.48,Uranium City
42793,59.25,-105.84,Stony Rapids
42801,58.72,-98.5,Tadoule Lake CS
42896,58.95,-2.9,Kirkwall Airport
42899,59.8833,-1.3,Sumburgh Cape
42913,59.36,13.47,Nolgård Airport
42939,59.3167,39.9167,Vologda
42996,58.3833,97.45,Bogucany
43050,59.55,150.7833,Magadan
43107,59.6333,-151.5,Homer / Municipal
43121,60.77,-137.58,Haines Junction
43124,59.4667,-135.3167,Skagway Airport
43127,60.17,-132.73,Teslin
43129,60.12,-128.83,Watson Lake
43131,60.1167,-128.8167,"Watson Lake, Y. T."
43134,60.23,-123.47,Fort Liard
43137,60.44,-121.24,Sambaa K'e
43141,61.32,-117.6,Fort Providence
43142,60.84,-115.78,Hay River Airport
43145,60.02,-111.96,Fort Smith Airport
43148,60.03,-111.93,Fort Smith
43156,61.13,-100.88,Ennadai Lake
43245,62.0667,-7.2833,Soervaag / Vagar
43277,59.8833,17.6,Uppsala Airport
43288,59.9667,30.3,St. Peterburg
43301,59.8833,42.75,Tot'Ma
43360,60.3333,102.2667,Vanavara
43373,60.7167,114.8833,Lensk
43378,60.4,120.4167,Olekminsk
43446,63.67,-170.5,Savoonga
43456,60.7833,-161.8333,Bethel Airport
43459,61.5667,-159.5333,Aniak Airport
43461,61.1,-155.5667,Sparrevohn
43466,60.5833,-151.2333,Kenai Municipal Airport
43468,61.1667,-150.0333,Anchorage Ted Stevens Airport
43469,60.78,-148.83,Whittier
43473,60.5,-145.4833,Merle K. Smith Airport
43493,61.26,-124.47,Deadmen Valley
43494,61.24,-123.74,Yohin
43495,61.13,-122.85,Lindburg Landing
43502,60.84,-115.78,Hay River
43554,61.58,-64.65,Resolution Island
43573,61.1667,-45.4167,Narsarsuaq
43625,61.15,7.1333,Sogndal Airport
43665,61.2333,46.7167,Kotlas
43671,61.6833,53.6833,Ust'- Kulom
43685,61.0167,69.0333,Hanty-Mansijsk
43691,61.25,73.5,Surgut
43808,61.7833,-166.0333,Cape Romanzof Airport
43813,62.0954,-163.6821,Mountain Village
43824,62.1,-152.75,Puntilla
43831,62.15,-145.45,Gulkana Airport
43840,62.12,-136.19,Carmacks CS
43843,62.21,-133.38,Faro
43849,61.96,-127.21,Rabbit Kettle
43855,61.76,-121.24,Fort Simpson Airport
43861,62.46,-114.44,Yellowknife Airport
43863,61.92,-113.73,Inner Whalebacks
43872,63.6,-105.13,Hanbury River
43919,63.34,-64.15,Brevoort Island
43964,64.3,-15.2167,Akurnes
44028,61.7167,50.8333,Syktyvkar
44091,62.5333,113.8667,Mirnvy
44106,62.0167,129.7167,Jakutsk
44118,62.9667,141.9333,Northway Airport
44181,62.95,-155.6,McGrath Airport
44201,63.62,-135.87,Mayo Airport
44216,63.13,-117.24,Whati
44223,63.6,-113.86,Lower Carp Lake
44226,62.71,-109.17,Fort Reliance
44241,62.81,-92.11,Rankin Inlet Airport
44268,63.75,-68.54,Iqaluit
44279,64.1667,-51.75,Godthaab / Nuuk
44341,62.5667,6.1167,Alesund / Vigra
44344,62.75,7.2667,Molde / Aro
44353,63.05,17.7667,Kramfors Airport
44355,63.4,18.9667,Ornskoldsvik Airport
44453,63.2833,118.3333,Njurba
44487,62.9167,152.4167,Sejmchan
44528,64.5167,-165.4333,Nome Airport
44531,64.5505,-163.0072,Golovin
44534,63.8833,-160.8,Unalakleet
44538,64.7333,-156.9333,Galena Airport
44539,64.7272,-155.4699,Ruby
44542,63.8667,-152.3,Minchumina Airport
44548,64.0,-145.7167,Allen Army Airfield
44575,64.11,-117.33,Gameti
44596,64.3,-96.08,Baker Lake Airport
44617,64.2167,-76.5333,"Cape Dorset, N. W. T."
44672,63.9667,-22.6,Keflavikurflugvollur
44714,63.8,20.2833,Umea Airport
44735,64.5,40.7333,Arhangel'Sk
44770,64.9167,77.8167,Tarko-Sale
44863,64.6833,170.4167,Markovo
44871,64.7833,177.5667,Anadyr
44884,65.6167,-168.05,Wales
44885,65.5667,-167.9167,Tin City
44888,65.2404,-166.3393,Teller
44901,65.1667,-152.1,Tanana Calhoun Memorial Airport
44905,64.55,-149.0667,Nenana Municipal Airport
44906,64.8,-147.8667,Fairbanks Airport
44908,64.65,-147.1,Fairbanks Air Force Base
44925,65.28,-126.8,Norman Wells Airport
44931,65.21,-123.43,Deline CS
44949,65.1,-102.43,Robertson Lake
44962,65.88,-89.45,Wager Bay
44987,66.14,-65.71,Pangnirtung
44995,66.65,-61.38,Cape Dyer
45016,65.6,-37.6333,Tasiilaq
45025,65.0833,-22.7333,Stykkisholmur
45038,65.2833,-14.4,Egilsstadir
45065,64.8333,11.15,Rorvik / Ryum
45079,65.0333,24.8,Hailuoto
45099,64.9,45.7667,Lesukonskoe
45110,65.1167,57.1,Pechora
45140,65.7833,87.9333,Turuhansk
45204,65.7333,150.9,Zyrjanka
45254,66.6001,-159.9857,Selawik
45259,66.9833,-153.7,Utopia Creek Airport
45266,66.5667,-145.2667,Fort Yukon Airport
45274,66.98,-136.22,Rock River
45284,66.24,-128.64,Fort Good Hope CS
45362,67.0167,-50.7,Sdr Stroemfjord
45425,65.9667,12.4667,Sandnessjoen Airport
45431,65.8667,20.1333,Vidsel Airport
45438,65.7833,24.5833,Kemi
45442,65.9667,29.1833,Kuusamo
45479,66.5333,66.6667,Salehard
45534,66.7667,123.4,Zhigansk
45607,67.7362,-164.5635,Kivalina
45608,66.8833,-162.6,Wien Memorial Airport
45613,67.1,-157.85,Ambler Airport
45620,66.9,-151.5167,Bettles Airport
45630,67.57,-139.84,Old Crow RCS
45640,67.18,-130.23,Little Chicago
45646,67.02,-126.12,Colville Lake
45656,67.82,-115.14,Kugluktuk Airport
45671,68.32,-100.09,Hat Island
45675,68.64,-95.85,Gjoa Haven
45694,69.08,-79.03,Rowley Island
45695,68.9,-75.14,Longstaff Bluff
45700,68.65,-71.17,Dewar Lakes
45707,67.55,-64.03,Qikiqtarjuaq
45708,67.54,-63.79,Broughton Island
45756,66.45,-15.95,Raufarhofn
45792,67.15,20.65,Gallivare Airport
45796,66.8,24.0,Pello
45835,67.4833,64.0167,Vorkuta
45989,68.8,-140.85,Margaret Lake
45997,68.3,-133.4833,"Inuvik, N. W. T."
46037,68.82,-93.43,Shepherd Bay Airport
46039,68.44,-89.73,Pelly Bay
46062,68.47,-66.8,Cape Hooper
46150,67.8167,20.3333,Kiruna Airport
46241,68.5,112.4333,Olenek
46292,68.75,161.2833,Cherskij
46322,68.8833,-166.1,Cape Lisburne Airport
46327,69.7167,-163.0,Point Lay Airport
46350,69.16,-140.15,Ivvavik National Park
46352,68.95,-137.22,Shingle Point Airport
46355,68.91,-133.94,Storm Hills
46357,68.75,-133.5,Trail Valley
46358,69.43,-133.02,Tuktoyaktuk
46359,69.6,-130.91,Liverpool Bay
46363,69.36,-124.08,Paulatuk
46367,69.2,-122.36,Tuktut Nogait
46370,69.28,-119.22,Croker River
46382,69.04,-107.82,Cape Peel West
46384,69.11,-105.14,Cambridge Bay Airport
46401,68.54,-89.8,Kugaaruk
46408,68.7833,-81.25,"Hall Beach, N. W. T."
46439,69.2333,-51.0667,Jacobshavn Lufthavn
46522,68.9667,33.05,Murmansk
46688,70.6333,-160.0333,Wainwright Airport
46697,70.2167,-150.9833,Nuiqsut Airport
46705,70.1333,-143.5667,Barter Island Airport
46708,69.61,-140.2,Komakuk Beach
46710,69.57,-138.91,Herschel Island
46712,69.63,-135.44,Pelly Island
46723,70.17,-124.72,Cape Parry Airport
46726,69.67,-121.67,Keats Point
46731,70.76,-117.8,Holman CS
46743,69.11,-105.14,Cambridge Bay Gsn
46752,69.55,-93.58,Taloyoak Airport
46777,70.48,-68.52,Clyde River
46870,69.7833,20.9667,Sorkjosen
46872,69.9833,23.3667,Alta Airport
46874,70.0667,24.9833,Banak
46879,70.35,31.05,Svartnes
46993,70.6167,147.8833,Chokurdah
47050,71.2833,-156.7667,Post Rogers Memorial Airport
47120,72.99,-85.01,Arctic Bay CS
